timestamp host rtt host rtt
1456938433.52 192.168.1.136 8.6669921875 192.168.1.143 11.9624733925
1456938442.74 192.168.1.136 5.91570138931 192.168.1.143 22.7579474449
1456938449.81 192.168.1.136 9.19592380524 192.168.1.143 16.0026550293
1456938457.31 192.168.1.136 14.4225358963 192.168.1.143 13.7475132942
1456938462.68 192.168.1.136 16.5676474571 192.168.1.143 16.6815519333
1456938471.9 192.168.1.136 5.94818592072 192.168.1.143 6.83051347733
1456938479.08 192.168.1.136 5.894780159 192.168.1.143 8.26197862625
1456938484.53 192.168.1.136 6.10619783401 192.168.1.143 6.07049465179
1456938491.31 192.168.1.136 6.45327568054 192.168.1.143 34.6674323082
1456938496.61 192.168.1.136 7.54076242447 192.168.1.143 11.5500092506
1456938501.93 192.168.1.136 10.096013546 192.168.1.143 6.37948513031
1456938507.13 192.168.1.136 14.8262381554 192.168.1.143 17.237007618
1456938513.25 192.168.1.136 7.99053907394 192.168.1.143 13.8452649117
1456938521.02 192.168.1.136 9.12326574326 192.168.1.143 7.53962993622
1456938528.23 192.168.1.136 6.83104991913 192.168.1.143 48.8501787186
1456938537.56 192.168.1.136 5.77467679977 192.168.1.143 8.91780853271
1456938543.34 192.168.1.136 5.83416223526 192.168.1.143 5.93382120132
1456938551.21 192.168.1.136 11.5526914597 192.168.1.143 10.2545619011
1456938556.44 192.168.1.136 5.91534376144 192.168.1.143 7.7685713768
1456938563.64 192.168.1.136 7.41070508957 192.168.1.143 8.25357437134
1456938569.52 192.168.1.136 6.74194097519 192.168.1.143 9.57947969437
1456938577.15 192.168.1.136 13.1177902222 192.168.1.143 9.55593585968
1456938582.91 192.168.1.136 24.3166685104 192.168.1.143 18.1437730789
1456938588.67 192.168.1.136 8.10247659683 192.168.1.143 6.34998083115
1456938595.87 192.168.1.136 8.93175601959 192.168.1.143 7.42220878601
1456938607.22 192.168.1.136 7.24494457245 192.168.1.143 6.78980350494
1456938612.45 192.168.1.136 5.83636760712 192.168.1.143 10.8150243759
1456938617.65 192.168.1.136 7.43097066879 192.168.1.143 9.18006896973
1456938625.77 192.168.1.136 5.76305389404 192.168.1.143 6.91169500351
1456938631.11 192.168.1.136 7.28052854538 192.168.1.143 8.69703292847
1456938636.33 192.168.1.136 8.5089802742 192.168.1.143 7.95954465866
1456938641.55 192.168.1.136 5.91725111008 192.168.1.143 8.6669921875
1456938646.77 192.168.1.136 6.31153583527 192.168.1.143 10.18679142
1456938655.77 192.168.1.136 5.7909488678 192.168.1.143 9.25678014755
1456938661.32 192.168.1.136 8.48746299744 192.168.1.143 15.912771225
1456938666.54 192.168.1.136 5.82879781723 192.168.1.143 9.94032621384
1456938673.78 192.168.1.136 6.00951910019 192.168.1.143 10.6665492058
1456938681.89 192.168.1.136 5.78278303146 192.168.1.143 6.62249326706
1456938693.07 192.168.1.136 21.8101739883 192.168.1.143 14.6170258522
1456938698.64 192.168.1.136 18.2540416718 192.168.1.143 17.3671245575
1456938704.02 192.168.1.136 16.9298052788 192.168.1.143 10.6734633446
1456938711.26 192.168.1.136 9.84126329422 192.168.1.143 5.90825080872
1456938718.46 192.168.1.136 5.94568252563 192.168.1.143 6.76441192627
1456938723.66 192.168.1.136 13.9034986496 192.168.1.143 9.79596376419
1456938731.09 192.168.1.136 8.43793153763 192.168.1.143 7.39508867264
1456938738.28 192.168.1.136 5.80453872681 192.168.1.143 6.54149055481
1456938743.81 192.168.1.136 6.65473937988 192.168.1.143 8.13049077988
1456938752.22 192.168.1.136 5.80549240112 192.168.1.143 18.7132358551
1456938759.48 192.168.1.136 6.62642717361 192.168.1.143 5.8496594429
1456938766.68 192.168.1.136 5.64855337143 192.168.1.143 7.90077447891
1456938771.97 192.168.1.136 25.2414941788 192.168.1.143 13.6126875877
1456938777.33 192.168.1.136 8.5032582283 192.168.1.143 7.03305006027
1456938782.58 192.168.1.136 5.81353902817 192.168.1.143 7.42447376251
1456938787.8 192.168.1.136 6.29299879074 192.168.1.143 5.93394041061
1456938792.99 192.168.1.136 6.06232881546 192.168.1.143 8.42827558517
1456938798.21 192.168.1.136 6.94477558136 192.168.1.143 11.0457539558
1456938805.71 192.168.1.136 5.9215426445 192.168.1.143 5.94472885132
1456938812.9 192.168.1.136 7.91722536087 192.168.1.143 7.08872079849
1456938818.17 192.168.1.136 11.1059546471 192.168.1.143 19.669175148
1456938825.55 192.168.1.136 22.774040699 192.168.1.143 18.034517765
1456938832.97 192.168.1.136 17.5629854202 192.168.1.143 17.0194506645
1456938838.41 192.168.1.136 11.7215514183 192.168.1.143 19.6847319603
1456938843.95 192.168.1.136 6.00647926331 192.168.1.143 8.47220420837
1456938849.14 192.168.1.136 6.24823570251 192.168.1.143 5.76049089432
1456938854.33 192.168.1.136 7.41350650787 192.168.1.143 8.1433057785
1456938859.82 192.168.1.136 6.0977935791 192.168.1.143 8.5009932518
1456938867.73 192.168.1.136 6.34503364563 192.168.1.143 6.90126419067
1456938873.31 192.168.1.136 6.87998533249 192.168.1.143 6.80595636368
1456938878.81 192.168.1.136 5.70392608643 192.168.1.143 6.68346881866
1456938884.0 192.168.1.136 7.86906480789 192.168.1.143 9.70464944839
1456938891.64 192.168.1.136 5.95754384995 192.168.1.143 7.15571641922
1456938896.9 192.168.1.136 9.54174995422 192.168.1.143 7.7543258667
1456938902.79 192.168.1.136 7.6442360878 192.168.1.143 15.4739618301
1456938911.23 192.168.1.136 10.7244253159 192.168.1.143 16.2862539291
1456938917.58 192.168.1.136 8.96996259689 192.168.1.143 5.90193271637
1456938922.77 192.168.1.136 8.92752408981 192.168.1.143 6.63369894028
1456938927.95 192.168.1.136 7.27844238281 192.168.1.143 14.0269994736
1456938935.17 192.168.1.136 13.6601924896 192.168.1.143 11.265039444
1456938941.3 192.168.1.136 14.6582722664 192.168.1.143 14.4564509392
1456938946.68 192.168.1.136 7.95388221741 192.168.1.143 7.85195827484
1456938953.99 192.168.1.136 5.69695234299 192.168.1.143 6.74778223038
1456938959.21 192.168.1.136 6.09827041626 192.168.1.143 6.59739971161
1456938965.02 192.168.1.136 6.67053461075 192.168.1.143 5.94598054886
1456938970.44 192.168.1.136 7.81494379044 192.168.1.143 6.6032409668
1456938977.64 192.168.1.136 8.33624601364 192.168.1.143 6.25294446945
1456938984.84 192.168.1.136 6.68025016785 192.168.1.143 7.96896219254
1456938990.04 192.168.1.136 12.2935175896 192.168.1.143 6.34896755219
1456938997.24 192.168.1.136 8.33421945572 192.168.1.143 6.63101673126
1456939002.67 192.168.1.136 8.02576541901 192.168.1.143 12.4183297157
1456939009.93 192.168.1.136 6.79993629456 192.168.1.143 6.98626041412
1456939017.21 192.168.1.136 6.9625377655 192.168.1.143 5.94806671143
1456939026.42 192.168.1.136 7.53277540207 192.168.1.143 9.00876522064
1456939031.69 192.168.1.136 10.2362036705 192.168.1.143 8.36652517319
1456939036.92 192.168.1.136 7.25597143173 192.168.1.143 8.41528177261
1456939044.12 192.168.1.136 5.97470998764 192.168.1.143 9.69302654266
1456939051.83 192.168.1.136 5.85454702377 192.168.1.143 6.40475749969
1456939057.06 192.168.1.136 14.1059756279 192.168.1.143 9.45299863815
1456939062.88 192.168.1.136 12.9864811897 192.168.1.143 14.6849751472
1456939068.27 192.168.1.136 11.0933184624 192.168.1.143 19.9530720711
1456939082.96 192.168.1.136 8.29929113388 192.168.1.143 6.17718696594
1456939088.16 192.168.1.136 9.37396287918 192.168.1.143 7.03656673431
1456939095.82 192.168.1.136 5.97584247589 192.168.1.143 6.39647245407
1456939101.01 192.168.1.136 7.98439979553 192.168.1.143 6.18320703506
1456939106.19 192.168.1.136 8.43679904938 192.168.1.143 6.41721487045
1456939113.39 192.168.1.136 7.77846574783 192.168.1.143 8.55898857117
1456939118.6 192.168.1.136 6.11174106598 192.168.1.143 9.18751955032
1456939123.8 192.168.1.136 7.15553760529 192.168.1.143 8.33576917648
1456939129.4 192.168.1.136 6.8034529686 192.168.1.143 111.687600613
1456939136.17 192.168.1.136 14.4802331924 192.168.1.143 14.0118002892
1456939142.38 192.168.1.136 8.55785608292 192.168.1.143 6.26546144485
1456939147.71 192.168.1.136 14.1488313675 192.168.1.143 7.46291875839
1456939155.03 192.168.1.136 5.74451684952 192.168.1.143 6.31141662598
1456939160.22 192.168.1.136 10.1370215416 192.168.1.143 7.30925798416
1456939167.42 192.168.1.136 5.68795204163 192.168.1.143 7.43579864502
1456939172.65 192.168.1.136 8.01229476929 192.168.1.143 6.6105723381
1456939177.84 192.168.1.136 9.32157039642 192.168.1.143 11.4689469337
1456939183.25 192.168.1.136 13.1287574768 192.168.1.143 17.7175402641
1456939188.6 192.168.1.136 5.90980052948 192.168.1.143 5.99247217178
1456939193.79 192.168.1.136 6.77525997162 192.168.1.143 8.54498147964
1456939199.3 192.168.1.136 7.59923458099 192.168.1.143 6.99853897095
1456939205.43 192.168.1.136 5.86551427841 192.168.1.143 8.76873731613
1456939213.27 192.168.1.136 5.60808181763 192.168.1.143 15.0812268257
1456939220.49 192.168.1.136 5.7327747345 192.168.1.143 9.26238298416
1456939225.7 192.168.1.136 8.29476118088 192.168.1.143 6.05398416519
1456939232.91 192.168.1.136 5.78850507736 192.168.1.143 10.1068019867
1456939238.26 192.168.1.136 6.57051801682 192.168.1.143 8.14175605774
1456939245.46 192.168.1.136 5.68318367004 192.168.1.143 9.1387629509
1456939251.64 192.168.1.136 8.23444128036 192.168.1.143 18.6703801155
1456939257.62 192.168.1.136 5.92029094696 192.168.1.143 7.33327865601
1456939264.84 192.168.1.136 6.631731987 192.168.1.143 28.9587974548
1456939270.11 192.168.1.136 6.72203302383 192.168.1.143 9.36150550842
1456939276.25 192.168.1.136 6.87271356583 192.168.1.143 6.33025169373
1456939283.44 192.168.1.136 5.81455230713 192.168.1.143 6.87980651855
1456939289.01 192.168.1.136 6.68954849243 192.168.1.143 7.42298364639
1456939296.24 192.168.1.136 15.3127908707 192.168.1.143 14.8248076439
1456939303.59 192.168.1.136 10.8233094215 192.168.1.143 17.0052647591
1456939308.99 192.168.1.136 11.8269920349 192.168.1.143 11.2635493279
1456939314.25 192.168.1.136 17.2274112701 192.168.1.143 9.47397947311
1456939321.56 192.168.1.136 6.58673048019 192.168.1.143 10.6290578842
1456939328.75 192.168.1.136 7.04097747803 192.168.1.143 9.28950309753
1456939334.35 192.168.1.136 6.46251440048 192.168.1.143 10.0987553596
1456939341.57 192.168.1.136 7.45350122452 192.168.1.143 9.5237493515
1456939350.78 192.168.1.136 5.94651699066 192.168.1.143 7.94124603271
1456939356.06 192.168.1.136 5.82128763199 192.168.1.143 11.0012888908
1456939366.6 192.168.1.136 7.843196392061 92.168.1.143 10.3858113289
1456939371.97 192.168.1.136 5.9769153595 192.168.1.143 9.1125369072
1456939382.51 192.168.1.136 5.64467906952 192.168.1.143 9.11247730255
1456939387.72 192.168.1.136 19.5627212524 192.168.1.143 20.8495259285
1456939393.14 192.168.1.136 6.53326511383 192.168.1.143 6.66373968124
1456939398.91 192.168.1.136 6.90770149231 192.168.1.143 25.4472494125
1456939404.39 192.168.1.136 5.46145439148 192.168.1.143 7.01248645782
1456939409.58 192.168.1.136 5.74576854706 192.168.1.143 9.60719585419
1456939414.77 192.168.1.136 6.73723220825 192.168.1.143 13.4624838829
1456939421.37 192.168.1.136 17.2929167747 192.168.1.143 17.8495645523
1456939426.77 192.168.1.136 18.1567072868 192.168.1.143 10.2761983871
1456939432.11 192.168.1.136 6.65652751923 192.168.1.143 6.87217712402
1456939439.32 192.168.1.136 6.56396150589 192.168.1.143 8.06820392609
1456939446.93 192.168.1.136 13.8700008392 192.168.1.143 16.51263237
1456939452.9 192.168.1.136 5.74159622192 192.168.1.143 14.8077607155
1456939460.16 192.168.1.136 16.8651938438 192.168.1.143 11.4700198174
1456939467.71 192.168.1.136 7.60626792908 192.168.1.143 12.3323202133
1456939472.93 192.168.1.136 8.84121656418 192.168.1.143 10.6670260429
1456939480.26 192.168.1.136 9.65309143066 192.168.1.143 6.84255361557
1456939487.49 192.168.1.136 7.58755207062 192.168.1.143 8.56047868729
1456939495.74 192.168.1.136 5.7829618454 192.168.1.143 7.2523355484
1456939502.97 192.168.1.136 5.79953193665 192.168.1.143 8.74352455139
1456939508.18 192.168.1.136 5.9187412262 192.168.1.143 15.2570009232
1456939513.41 192.168.1.136 7.58141279221 192.168.1.143 5.97476959229
1456939521.41 192.168.1.136 5.64008951187 192.168.1.143 6.55877590179
1456939526.96 192.168.1.136 8.84830951691 192.168.1.143 23.2469439507
1456939538.9 192.168.1.136 18.0942416191 192.168.1.143 19.945025444
1456939544.3 192.168.1.136 9.68301296234 192.168.1.143 13.8607621193
1456939550.56 192.168.1.136 6.27022981644 192.168.1.143 130.883614222
1456939564.14 192.168.1.136 5.65654039383 192.168.1.143 19.8103189468
1456939571.69 192.168.1.136 5.82301616669 192.168.1.143 8.57663154602
1456939577.14 192.168.1.136 7.91746377945 192.168.1.143 11.7532014847
1456939583.33 192.168.1.136 6.49029016495 192.168.1.143 6.89321756363
1456939590.52 192.168.1.136 6.52599334717 192.168.1.143 7.66468048096
1456939597.86 192.168.1.136 7.34722614288 192.168.1.143 8.45855474472
1456939603.06 192.168.1.136 6.8764090538 192.168.1.143 7.74723291397
1456939608.74 192.168.1.136 11.5965008736 192.168.1.143 89.0212059021
1456939615.73 192.168.1.136 6.66254758835 192.168.1.143 9.09852981567
1456939621.03 192.168.1.136 14.0939354897 192.168.1.143 11.3992094994
1456939626.69 192.168.1.136 18.3740258217 192.168.1.143 7.38078355789
